"id","Carats","Cert","Clarity","Color","Cut","Depth","Fluroescence","Known_Conflict_Diamond","Measurements","Polish","Regions","Shape","Symmetry","Table","Vendor","Price","Retail","LogPrice","LogRetail"
6209,1,"AGSL","SI1","F","Very good",59.1,"Faint",FALSE,"6.5x6.52x3.85","Excellent","Botswana","Round","Very good",NA,4,"$ 8,795","$ 12,365",9.08193865717166,9.42262517995552
6210,1.01,"AGSL","SI2","G","Excellent",62.1,"None",FALSE,"6.41x6.42X3.98","Excellent","Russia","Round","Excellent",NA,1,"$ 5,975","$ 10,110",8.69533937679971,9.22128031201452
6211,1.5,"AGSL","VS2","H","Excellent",61.1,"None",FALSE,"7.34x7.4x4.5","Excellent","DR Congo","ROUND","Very good",59,3,"$ 13,750","$ 21,040",9.52879410309472,9.95418066685165
6212,1.5,"AGSL","SI2","L","Very good",62.7,"Strong",FALSE,"7.21x7.23x4.53","Very good","South Africa","Asscher","Very good",59,1,"$ 6,385","$ 8,955",8.76170676846664,9.09996731449481
6213,1.5,"AGSL","SI1","I","Very good",62.8,"None",FALSE,"7.14x7.25x4.52","Excellent","Botswana","Emerald","Very good",NA,4,"$ 13,605","$ 16,150",9.51819265121735,9.6896753286508
6214,1.45,"AGSL","VS2","H","Very good",64.3,"Medium",FALSE,"7.01x7.07x4.53","Excellent","Russia","Round","Excellent",58,3,"$ 11,735","$ 19,860",9.37033110828512,9.89646293759916
6215,1.01,"AGSL","VS2","J","Very good",58.7,NA,FALSE,"6.56x6.53x3.84","Excellent","Russia","Oval","Excellent",62,2,"$ 5,515","$ 9,125",8.6152269316876,9.11877317845069
6216,1.01,"GemEx","SI1","H","Very good",59.2,"None",FALSE,"6.48x6.51x3.85","Very good","Australia","Round","Excellent",62,3,"$ 6,400","$ 10,830",8.76405326934776,9.29007533999504
6217,1.01,"AGSL","SI2","I","Excellent",59.4,"None",FALSE,"6.52x6.55x3.88","Excellent","Botswana","Round","Excellent",NA,3,"$ 5,320","$ 8,655",8.57922858233569,9.06589246761031
6218,1.01,"AGSL","SI1","J","Very good",60.8,NA,FALSE,"6.4x6.47x3.91","Excellent","Canada","Round","Very good",62,1,"$ 4,990","$ 3,345",8.51519118874556,8.11522197256233
6219,1.5,"AGSL","SI1","H","Good",64.7,"Medium",TRUE,"7.08x7.11x4.59","Excellent","DR Congo","Round","Excellent",59,2,"$ 10,630","$ 1,665",9.27143547133599,7.41758040241454
6220,1.4,"AGSL","VS1","L","Excellent",62.9,"None",FALSE,"7.11x7.12x4.47","Excellent","Australia","Round","Excellent",57,2,"$ 6,415","$ 10,855",8.76639427704974,9.29238108231239
6221,1.4,"GemEx","VVS2","J","Very good",NA,"None",FALSE,"6.95x7.04x4.47","Excellent","Russia","Asscher","Very good",58,2,"$ 9,145","$ 15,475",9.12096256082497,9.6469810975528
6222,1.4,"GemEx","VS2","J","Excellent",61.9,"None",FALSE,"7.16x7.19x4.44","Excellent","Zimbabwe","Princess","Excellent",59,4,"$ 10,405","$ 10,885",9.25004173882773,9.29514097366865
6223,1.23,"AGSL","SI1","J","Excellent",60.1,NA,FALSE,"6.95x6.93x4.17","Excellent","Canada","Princess","Excellent",NA,3,"$ 6,795","$ 11,415",8.82394232658524,9.3426835589639
6224,1.23,NA,"VS2","I","Excellent",59.4,NA,FALSE,"7.01x7.03x4.17","Excellent","Canada","Round","Excellent",62,2,"$ 7,210","$ 12,595",8.88322423027899,9.44105518878671
6225,0.9,"AGSL","VS2","E","Very good",63.1,"None",FALSE,"6.12x6.17x3.87","Excellent","Zimbabwe","Uncut","Excellent",NA,4,"$ 3,965","$ 3,965",8.28526113406895,8.28526113406895
6226,0.9,NA,"SI2","I","Very good",63.5,"None",FALSE,"6.01x6.11x3.85","Excellent","DR Congo","Round","Very good",56,2,"$ 3,370","$ 5,020",8.12266802334641,8.52118521268578
6227,1.01,"AGSL","VS1","J","Very good",57.9,"None",FALSE,"6.57x6.58x3.81","Good","Russia","Radiant","Excellent",NA,2,"$ 5,120","$ 8,665",8.54090971803355,9.06704720214971
6228,1.2,"AGSL","SI2","I","Very good",64.3,"Medium",FALSE,"6.64x6.68x4.28","Excellent","Russia","Round","Excellent",NA,3,"$ 6,785","$ 11,485",8.82246957226897,9.3487971151232
6229,1.2,"AGSL","VS2","H","Excellent",60.7,"None",FALSE,"6.82x6.84x4.14","Very good","Australia","Round","Excellent",59,2,"$ 8,970","$ 15,180",9.10164095505284,9.62773405094962
6230,1.2,"AGSL","VS1","G","Excellent",61.7,"Faint",FALSE,"6.77x6.8x4.19","Excellent","Canada","Oval","Excellent",59,3,"$ 10,685","$ 18,085",9.27659616775325,9.8028381443862
6231,1.2,"AGSL","SI1","I","Excellent",62.5,"None",FALSE,"6.71x6.78x4.22","Excellent","Botswana","Round","Very good",59,1,"$ 7,330","$ 11,060",8.8997307948807,9.31109027507633
6232,1.01,"AGSL","SI2","I","Excellent",61.8,"Medium",FALSE,"6.42x6.46x3.98","Excellent","Botswana","Round","Excellent",56,2,"$ 5,320","$ 8,195",8.57922858233569,9.01127949117793
6233,1.01,"AGSL","SI2","I","Excellent",62.4,"Faint",FALSE,"6.41x6.44x4.01","Excellent","Botswana","Round","Excellent",56,1,"$ 5,320","$ 8,995",8.57922858233569,9.10442414638463
6234,1.01,"AGSL","SI2","G","Excellent",62.8,"None",FALSE,"6.33x6.4x4","Excellent","Russia","Radiant","Very good",NA,1,"$ 5,710","$ 9,665",8.64997430265006,9.17626639164243
6235,2,"AGSL","VS1","F","Excellent",NA,"Medium",FALSE,"8.16x8.12x4.94","Very good","Botswana","Round","Excellent",58,2,"$ 33,800","$ 51,955",10.4282160814711,10.8581332382867
6236,0.7,"AGSL","SI2","K","Very good",62.7,NA,FALSE,"5.58x5.62x3.51","Excellent","Russia","Round","Very good",NA,1,"$ 1,500","$ 2,460",7.3132203870903,7.80791662892641
6237,0.72,"AGSL","SI2","F","Very good",64.7,"None",FALSE,"5.58x5.61x3.62","Excellent","Australia","Round","Excellent",56,1,"$ 2,750","$ 4,515",7.91935619066062,8.41516046585109
6238,0.72,"AGSL","SI2","G","Very good",63.4,"None",FALSE,"5.62x5.67x3.58","Excellent","Other/Unknown","Cushion","Excellent",NA,1,"$ 2,555","$ 4,200",7.8458075026378,8.34283980427146
6239,2.06,"AGSL","SI2","H","Very good",62.9,"None",TRUE,"8.01x8.1x5.06","Excellent","DR Congo","Round","Very good",NA,2,"$ 20,420","$ 2,375",9.92427009171866,7.77275271646874
6240,2.06,NA,"SI2","H","Excellent",62,"Faint",FALSE,"8.19x8.13x5.06","Excellent","Russia","Round","Excellent",58,3,"$ 18,410","$ 23,490",9.82064927422712,10.064330077653
6241,2,"GemEx","SI2","H","Excellent",61.3,"Medium",FALSE,"8.04x8.09x4.95","Excellent","Canada","Round","Very good",59,2,"$ 18,330","$ 28,200",9.81629434083375,10.2470772569262
6242,2,"GemEx","SI2","F","Excellent",60.1,"Faint",FALSE,"8.21x8.18x4.93","Excellent","Russia","Round","Excellent",60,2,"$ 21,710","$ 33,400",9.98552826287234,10.4163111789648
6243,2,"AGSL","SI2","J","Excellent",NA,"Faint",FALSE,"8.12x8.07x4.94","Very good","Angola","Round","Excellent",60,4,"$ 15,460","$ 21,400",9.64601132214141,9.97114620100994
6244,0.72,"AGSL","SI1","G","Very good",NA,"None",FALSE,"5.61x5.65x3.62","Very good","Botswana","Round","Very good",NA,1,"$ 2,965","$ 4,065",7.99463231143183,8.31016902198191
6245,1.2,"AGSL","SI1","G","Excellent",63.3,"None",FALSE,"6.72x6.78x4.27","Excellent","Russia","Round","Very good",56,4,"$ 10,130","$ 14,720",9.22325659724273,9.59696239228287
6246,0.7,"AGSL","SI2","F","Excellent",62.3,"Medium",FALSE,"5.66x5.73x3.55","Very good","Russia","Oval","Very good",NA,1,"$ 2,675","$ 4,390",7.89170465933011,8.38708450606922
6247,0.7,"AGSL","VS2","D","Very good",63.8,"Medium",FALSE,"5.58x5.62*3.57","Excellent","Australia","Asscher","Good",55,1,"$ 3,730","$ 6,120",8.22416351263786,8.71931737550637
6248,1.14,"AGSL","SI2","F","Excellent",NA,"Faint",FALSE,"6.68x6.71x4.16","Excellent","Russia","Round","Excellent",NA,3,"$ 7,000","$ 11,850",8.85366542803745,9.38008314656328
6249,1.14,"AGSL","SI2","I","Excellent",61.9,"Medium",FALSE,"6.68x6.7x4.14","Excellent","Canada","Round","Excellent",NA,4,"$ 6,960","$ 9,655",8.84793475332846,9.17523119486262
6250,0.81,"AGSL","SI2","I","Very good",64.1,"None",FALSE,"5.81x5.86x3.74","Very good","Canada","Round","Very good",57,1,"$ 2,525","$ 4,145",7.83399634170946,8.3296580675694
6251,1.01,"AGSL","SI2","F","Very good",NA,"Faint",FALSE,"6.31x6.29x4.02","Excellent","DR Congo","Round","Very good",57,2,"$ 6,105","$ 9,405",8.71686338654481,9.14899674173513
6252,1.01,"AGSL","SI2","G","Very good",64.3,"None",FALSE,"6.28x6.37x4.07","Excellent","Angola","Round","Very good",57,3,"$ 5,480","$ 9,275",8.60886037994206,9.13507788747564
6253,1.2,"AGSL","VVS2","K","Excellent",61.4,"Medium",FALSE,"6.82x6.84x4.19","Excellent","Other/Unknown","Emerald","Excellent",NA,2,"$ 6,045","$ 10,230",8.70698676304889,9.23307985894567
6254,1.2,"AGSL","SI2","G","Excellent",61.5,NA,FALSE,"6.77x6.8x4.17","Very good","Russia","Marquise","Excellent",NA,4,"$ 9,015","$ 6,900",9.10664513563742,8.83927669058535
6255,1.2,"AGSL","SI2","I","Very good",61.5,"None",FALSE,"6.77x6.8x4.18","Excellent","Australia","Round","Excellent",NA,2,"$ 6,745","$ 11,420",8.81655676864186,9.34312148321
6256,1.2,"AGSL","SI2","H","Excellent",61.7,"None",FALSE,"6.8x6.82x4.2","Excellent","Other/Unknown","Round","Excellent",NA,3,"$ 7,605","$ 12,870",8.93656120469339,9.46265430059017
6257,1.2,"AGSL","SI1","J","Excellent",62.8,"None",FALSE,"6.76x6.8x4.25","Excellent","Russia","Princess","Excellent",57,2,"$ 6,550","$ 11,090",8.7872203286293,9.31379908034441
6258,0.9,"AGSL","SI2","E","Very good",63.2,"Medium",FALSE,"6.05x6.1x3.84","Very good","Australia","Emerald","Good",NA,2,"$ 4,795","$ 7,870",8.47532898731754,8.97081334141145
6259,0.9,NA,"SI1","E","Very good",64.4,"Medium",FALSE,"5.98x6.05x3.88","Excellent","Botswana","Princess","Very good",55,1,"$ 4,050","$ 6,740",8.30647216010058,8.81581520390635
6260,1.2,"AGSL","SI2","G","Very good",61.1,NA,FALSE,"6.81x6.86x4.18","Excellent","Russia","Oval","Very good",54,2,"$ 7,645","$ 12,395",8.94180711836316,9.42504844446929
6261,1.2,"AGSL","SI2","H","Excellent",NA,"None",FALSE,"6.77x6.81x4.27","Excellent","DR Congo","Asscher","Excellent",54,3,"$ 7,605","$ 12,675",8.93656120469339,9.44738682845938
6262,1.2,NA,"SI2","E","Excellent",62.4,NA,FALSE,"6.78x6.83x4.25","Excellent","Australia","Round","Excellent",NA,4,"$ 10,860","$ 9,450",9.29284159348793,9.15377002048779
6263,1.02,"AGSL","SI2","E","Very good",59.8,NA,FALSE,"6.54x6.57x3.92","Excellent","Russia","Oval ","Excellent",NA,4,"$ 6,045","$ 9,635",8.70698676304889,9.17315758084847
6264,1.02,"AGSL","SI1","G","Very good",62.3,"None",FALSE,"6.38x6.4x3.98","Excellent","Canada","Oval","Excellent",60,2,"$ 6,930","$ 11,725",8.84361509218395,9.36947859331448
6265,1.21,"AGSL","SI2","I","Excellent",61.8,"None",FALSE,"6.83x6.86x4.23","Excellent","Russia","Round","Excellent",57,3,"$ 6,805","$ 11,515",8.82541291508557,9.35140581225479
6266,1.21,"AGSL","SI2","J","Excellent",62.6,"None",FALSE,"6.76x6.78x4.24","Excellent","South Africa","Round","Very good",NA,1,"$ 5,940","$ 9,660",8.68946441235669,9.17574892720656
6267,1.21,"AGSL","VS2","K","Excellent",62.6,"Strong",FALSE,"6.77x6.82x4.25","Excellent","DR Congo","Round","Excellent",57,2,"$ 5,465","$ 8,770",8.60611940061064,9.07909208536623
6268,1.03,"AGSL","SI2","H","Excellent",61.3,"Medium",FALSE,"6.53x6.49x3.99","Excellent","Australia","Oval ","Excellent",58,2,"$ 4,100","$ 9,460",8.3187422526924,9.15482766204592
6269,1.03,NA,"SI2","G","Excellent",59.8,"None",FALSE,"6.56x6.58x3.93","Excellent","Zimbabwe","Round","Excellent",NA,3,"$ 5,695","$ 7,445",8.64734387588128,8.91529794511811
6270,1.03,"AGSL","SI2","E","Excellent",59.2,"Faint",FALSE,"6.61x6.62x3.92","Excellent","Botswana","Emerald","Excellent",NA,2,"$ 6,630","$ 10,485",8.79936008317991,9.25770094333602
6271,1.03,"AGSL","SI1","H","Excellent",59.2,"Medium",FALSE,"6.59x6.62x3.91","Excellent","DR Congo","Round","Excellent",60,4,"$ 7,885","$ 10,245",8.97271749939714,9.234545060673
6272,1.03,"AGSL","SI2","G","Excellent",60,"None",FALSE,"6.56x6.59x3.95","Very good","Australia","Round","Excellent",60,1,"$ 5,760","$ 9,745",8.65869275368994,9.18450961194166
6273,1.21,NA,"VS2","F","Very good",63.3,"None",FALSE,"6.76x6.7x4.26","Very good","Botswana","Round","Very good",57,4,"$ 10,955","$ 11,875",9.30155125202957,9.38219062890284
6274,1.21,"AGSL","SI2","H","Very good",63.9,NA,FALSE,"6.66x6.68x4.26","Excellent","Botswana","Radiant","Excellent",57,3,"$ 7,235","$ 8,480",8.88668563906558,9.04546572878595
6275,1,"AGSL","SI1","H","Very good",63.1,"None",FALSE,"6.34x6.37x4.01","Excellent","Russia","Princess","Excellent",NA,1,"$ 6,175","$ 10,450",8.72826416149618,9.25435725739296
6276,1,"AGSL","SI1","F","Very good",NA,NA,FALSE,"6.21x6.34x4.04","Excellent","Russia","Round","Good",59,4,"$ 7,930","$ 11,655",8.97840831462889,9.36349055146986
6277,1,"AGSL","SI2","F","Good",64.5,"None",FALSE,"6.19x6.24x4.01","Excellent","Botswana","Emerald","Excellent",59,3,"$ 5,070","$ 8,540",8.53109609658523,9.05251628678262
6278,1,"AGSL","SI2","F","Excellent",60.3,"None",FALSE,"6.45x6.51x3.91","Excellent","Australia","Round","Very good",60,2,"$ 5,785","$ 9,790",8.66302363962778,9.18911673552456
6279,2.09,"AGSL","VS1","H","Very good",NA,"Medium",FALSE,"8.38x8.49x4.9","Very good","Botswana","Radiant","Very good",NA,2,"$ 28,935","$ 43,970",10.2728072140079,10.6912628621749
6280,1.01,"AGSL","SI2","G","Excellent",59.3,"Faint",FALSE,"6.52x6.58x3.88","Very good","Botswana","Radiant","Excellent",60,1,"$ 5,680","$ 8,260",8.6447065117152,9.01917986651502
6281,1.01,"AGSL","SI2","G","Excellent",59.8,"None",FALSE,"6.55x6.57x3.93","Excellent","DR Congo","Princess","Excellent",60,2,"$ 5,975","$ 10,085",8.69533937679971,9.21880445038831
6282,1.72,"AGSL","VVS1","J","Very good",64.5,"Medium",FALSE,"7.45x7.49x4.82","Excellent","Australia","Round","Excellent",56,3,"$ 13,190","$ 20,295",9.48721424571136,9.918129829273
6283,1.72,"AGSL","VS2","F","Excellent",61.4,"None",FALSE,"7.73x7.7x4.74","Excellent","Botswana","Round","Excellent",59,2,"$ 23,145","$ 31,700",10.0495340534654,10.3640719598654
6284,1.51,NA,"SI2","D","Very good",63.3,NA,FALSE,"7.19x7.26x4.57","Excellent","Russia","Round","Very good",NA,4,"$ 11,375","$ 16,230",9.33917324381915,9.69461666050864
6285,1.51,"AGSL","SI2","H","Very good",63.4,"Medium",FALSE,"7.21x7.25x4.59","Very good","Russia","Round","Excellent",NA,3,"$ 9,960","$ 15,325",9.20633235057864,9.63724076080441
6286,1.51,"AGSL","VS1","K","Very good",63.9,"None",FALSE,"7.2x7.2x4.6","Very good","Russia","Round","Very good",NA,2,"$ 7,850","$ 12,080",8.96826881077645,9.39930647148881
6287,1.71,"AGSL","SI2","F","Excellent",63.1,"Strong",FALSE,"7.58x7.63x4.8","Excellent","Botswana","Princess","Excellent",NA,2,"$ 13,395","$ 19,170",9.50263678197871,9.86110183603969
6288,1.71,"AGSL","SI1","G","Excellent",62.9,"None",FALSE,"7.53x7.61x4.76","Excellent","Russia","Cushion","Very good",57,4,"$ 21,025","$ 27,360",9.95346748484115,10.2168373717365
6289,1.58,"AGSL","SI1","H","Excellent",61.8,"Faint",FALSE,"7.46x7.49x4.62","Excellent","Canada","Oval","Excellent",56,4,"$ 15,915","$ 21,960",9.67501733971619,9.99697789562347
6290,0.9,"GemEx","SI2","D","Very good",62.6,"None",FALSE,"6.13x6.19x3.86","Excellent","Russia","Princess","Very good",59,3,"$ 6,405","$ 10,515",8.76483421433083,9.2605580881368
6291,0.9,"AGSL","SI2","E","Very good",62.7,"None",FALSE,"6.12x6.19x3.86","Very good","Russia","Round","Very good",59,2,"$ 5,875","$ 9,645",8.67846133901236,9.17419492533983
6292,0.9,"AGSL","SI1","D","Very good",62.8,NA,FALSE,"6.12x6.18X3.86","Very good","Botswana","Marquise","Very good",59,2,"$ 7,270","$ 9,455",8.89151157052756,9.15429898109256
6293,0.9,"AGSL","VS2","M","Very good",62.8,"Strong",FALSE,"6.09x6.14x3.84","Very good","DR Congo","Round","Very good",59,1,"$ 2,940","$ 4,180",7.98616486033273,8.3380665255188
6294,0.9,"AGSL","SI2","E","Excellent",NA,"Faint",FALSE,"6.28x6.3x3.75","Excellent","South Africa","Round","Excellent",NA,3,"$ 5,540","$ 8,660",8.61974977974133,9.06647000155648
6295,0.9,"AGSL","VVS2","I","Very good",NA,"Faint",FALSE,"6.24x6.28x3.73","Excellent","Russia","Round","Excellent",NA,2,"$ 5,360","$ 8,805",8.58671925406485,9.08307502093031
6296,0.9,"AGSL","SI2","L","Very good",59.6,"Strong",FALSE,"6.24x6.25x3.72","Very good","Russia","Round","Very good",60,1,"$ 2,440","$ 4,010",7.79975331828725,8.29654652030061
6297,0.9,"AGSL","SI2","D","Excellent",NA,"None",TRUE,"6.23x6.25x3.75","Excellent","Angola","Round","Excellent",60,1,"$ 6,260","$ 1,020",8.74193546409414,6.92755790627832
6298,0.9,NA,"SI1","I","Very good",NA,NA,FALSE,"6.21x6.24x3.73","Excellent","Russia","Round","Very good",60,3,"$ 4,940","$ 6,915",8.50512061018197,8.84144824409886
6299,0.9,"AGSL","VS2","L","Very good",60.5,"None",FALSE,"6.15x6.18x3.73","Very good","Canada","Oval","Very good",60,2,"$ 2,895","$ 4,750",7.9707403900071,8.46589989702869
6300,0.9,"AGSL","SI2","J","Excellent",60.7,"None",FALSE,"6.23x6.26x3.79","Very good","Russia","Round","Excellent",60,1,"$ 3,660","$ 6,005",8.20521842639541,8.70034773451408
6301,0.9,"AGSL","VS2","D","Excellent",60.9,"None",FALSE,"6.21x6.24x3.79","Excellent","Angola","Round","Excellent",60,3,"$ 7,600","$ 12,475",8.93590352627442,9.43148192061972
6302,0.9,"AGSL","SI2","H","Excellent",61.2,"Faint",FALSE,"6.21x6.22x3.8","Excellent","Botswana","Round","Excellent",60,2,"$ 4,650","$ 6,730",8.4446224985814,8.81433042263877
6303,0.9,NA,"VS2","J","Excellent",61.5,"None",FALSE,"6.18x6.2x3.81","Excellent","Russia","Round","Excellent",60,2,"$ 3,565","$ 5,895",8.1789193328484,8.68185981297147
6304,0.9,"AGSL","VS2","I","Excellent",61.7,"None",FALSE,"6.18x6.2x3.82","Very good","Botswana","Round","Excellent",60,3,"$ 5,350","$ 8,475",8.58485183989005,9.04487593224865
6305,0.9,"AGSL","SI1","J","Very good",61.7,"None",FALSE,"6.14x6.17x3.79","Excellent","Russia","Emerald","Excellent",60,1,"$ 4,205","$ 6,900",8.34402957240705,8.83927669058535
6306,0.9,"AGSL","SI2","E","Excellent",62.5,"None",FALSE,"6.14x6.22x3.86","Excellent","Canada","Oval","Excellent",NA,2,"$ 6,890","$ 11,310",8.8378263640077,9.33344256911017
6307,0.9,"AGSL","SI1","H","Excellent",62.5,"None",FALSE,"6.14x6.18x3.85","Very good","Australia","Round","Excellent",NA,2,"$ 4,830","$ 7,930",8.48260174664662,8.97840831462889
6308,0.9,"AGSL","SI2","F","Excellent",62.6,"None",FALSE,"6.16x6.18x3.86","Very good","Angola","Round","Very good",58,2,"$ 5,645","$ 9,265",8.63852547658376,9.13399913871946
6309,0.9,"AGSL","VS2","E","Very good",62.7,"None",FALSE,"6.14x6.16x3.86","Excellent","Botswana","Emerald","Very good",NA,3,"$ 7,965","$ 10,210",8.98281222234415,9.23112291115871
6310,0.9,"AGSL","SI1","E","Excellent",62.8,"None",FALSE,"6.13x6.16x3.86","Excellent","DR Congo","Princess","Excellent",58,1,"$ 7,220","$ 11,145",8.88461023188687,9.31874624581997
6311,0.9,"AGSL","SI1","I","Very good",63.1,"None",FALSE,"6.05x6.11x3.84","Very good","Botswana","Emerald","Very good",58,3,"$ 5,210","$ 7,610",8.55833513474741,8.93721845085573
6312,0.9,"GemEx","SI2","E","Excellent",59.6,"None",FALSE,"6.29x6.32x3.76","Very good","South Africa","Round","Excellent",NA,2,"$ 5,540","$ 8,600",8.61974977974133,9.0595174822416
6313,0.9,"AGSL","VS2","D","Very good",NA,NA,FALSE,"6.23x6.26x3.74","Very good","South Africa","Round","Very good",NA,2,"$ 7,325","$ 11,435",8.89904843388527,9.34443410645688
6314,0.9,"AGSL","VS2","E","Very good",60.2,"Faint",FALSE,"6.22x6.24x3.75","Very good","Angola","Round","Excellent",59,2,"$ 7,280","$ 11,950",8.89288614119073,9.38848655735966
6315,0.9,NA,"VS1","D","Excellent",60.7,"None",FALSE,"6.22x6.24x3.78","Excellent","Botswana","Pear","Excellent",59,3,"$ 7,585","$ 10,790",8.93392789178263,9.28637505825218
6316,0.9,"AGSL","VS1","D","Very good",NA,"Faint",FALSE,"6.21x6.25x3.87","Excellent","Other/Unknown","Round","Very good",NA,2,"$ 9,225","$ 15,145",9.12967246890873,9.62542572346134
6317,0.9,"GemEx","SI1","J","Very good",62.7,"Faint",FALSE,"6.11x6.16x3.85","Very good","Angola","Round","Excellent",60,3,"$ 4,300","$ 7,065",8.36637030168165,8.86290829511863
6318,0.9,"AGSL","SI1","D","Excellent",NA,"None",FALSE,"6.2x6.22x3.78","Excellent","South Africa","Marwuise","Excellent",60,3,"$ 5,965","$ 7,495",8.69366433453202,8.9219914105367
6319,0.9,"AGSL","SI2","D","Excellent",59.4,"None",FALSE,"6.26x6.29x3.73","Excellent","Australia","Round","Excellent",61,3,"$ 6,190","$ 10,165",8.73069036567864,9.22670572606245
6320,0.9,"AGSL","SI2","F","Excellent",59.6,NA,FALSE,"6.27x6.28x3.74","Excellent","Russia","Radiant","Very good",61,2,"$ 6,020","$ 8,590",8.70284253830287,9.0583540149783
6321,0.9,"AGSL","SI1","I","Very good",60.6,"None",FALSE,"6.17*6.2x3.75","Very good","Russia","Round","Excellent",61,2,"$ 4,805","$ 7,890",8.47741232140439,8.97335141383992
6322,0.9,"AGSL","VVS2","D","Very good",61,"None",FALSE,"6.17x6.21x3.78","Very good","Russia","Round","Excellent",61,3,"$ 9,670","$ 15,880",9.17678358844734,9.67281573480113
6323,0.9,"AGSL","SI1","J","Excellent",61.6,NA,FALSE,"6.16x6.2x3.81","Excellent","Botswana","Oval ","Excellent",61,2,"$ 3,650","$ 5,705",8.20248244657654,8.64909826229618
6324,0.9,"AGSL","SI1","I","Very good",NA,"None",FALSE,"6.11x6.19x3.81","Excellent","Russia","Round","Very good",NA,2,"$ 4,865","$ 7,985",8.4898219946201,8.98532006064911
6325,0.9,"AGSL","SI2","J","Very good",62,"Medium",FALSE,"6.15x6.18x3.82","Excellent","Russia","Asscher","Very good",NA,1,"$ 3,925","$ 6,445",8.27512163021651,8.77105991537329
6326,0.9,"AGSL","SI2","E","Good",62.3,"Medium",FALSE,"6.05x6.09x3.78","Good","Russia","Round","Very good",NA,3,"$ 5,335","$ 8,760",8.58204416373585,9.07795118393044
6327,0.9,"AGSL","SI1","I","Good",62.9,NA,FALSE,"6.07x6.12x3.83","Very good","Australia","Princess","Excellent",62,1,"$ 4,170","$ 6,840",8.33567131479285,8.8305430106166
6328,0.9,"AGSL","SI2","F","Good",60.8,"None",FALSE,"6.11x6.12x3.72","Good","Australia","Round","Good",NA,1,"$ 4,955","$ 8,135",8.50815244676409,9.00393101965314
6329,0.81,"AGSL","SI2","E","Very good",61.9,"None",FALSE,"5.93x5.97x3.68","Very good","Botswana","Oval ","Very good",NA,2,"$ 3,135","$ 6,930",8.05038445306702,8.84361509218395
6330,0.81,"AGSL","SI1","F","Excellent",62.1,"None",FALSE,"5.93x5.97x3.7","Excellent","Canada","Round","Excellent",58,2,"$ 4,645","$ 7,625",8.44354665124794,8.93918760147561
6331,0.81,"AGSL","VS1","G","Very good",59.7,"None",FALSE,"6.01x6.16x3.63","Very good","Canada","Emerald","Good",59,1,"$ 5,160","$ 8,470",8.54869185847561,9.0442857876461
6332,0.81,"AGSL","SI1","F","Very good",NA,NA,FALSE,"5.95x5.99x3.63","Good","Russia","Round","Very good",59,1,"$ 4,495","$ 5,240",8.41072094690572,8.56407677731509
6333,0.81,"AGSL","VVS2","I","Very good",60.9,NA,FALSE,"5.95*6.04x3.65","Very good","Russia","Round","Good",59,1,"$ 4,140","$ 4,565",8.32845106681936,8.42617379302907
6334,0.81,"AGSL","VS1","L","Excellent",61.7,"None",FALSE,"5.96x6x3.69","Excellent","Botswana","Emerald","Excellent",59,1,"$ 2,450","$ 3,920",7.80384330353877,8.27384693278451
6335,0.81,"AGSL","SI1","E","Excellent",62,"Faint",FALSE,"5.94x5.97x3.69","Excellent","Other/Unknown","Round","Excellent",59,1,"$ 5,055","$ 8,295",8.52813313145457,9.02340820262454
6336,0.81,"AGSL","SI2","F","Excellent",62.2,"None",TRUE,"5.93x5.95x3.7","Excellent","Angola","Princess","Very good",60,3,"$ 4,400","$ 805",8.38935981990635,6.69084227741856
6337,0.88,"AGSL","VVS2","L","Good",NA,"None",FALSE,"6.3x6.42-3.61","Good","Russia","Round","Good",64,1,"$ 2,505","$ 4,115",7.82604401351897,8.32239411311117
6338,0.9,"AGSL","SI1","G","Very good",63.4,"None",FALSE,"6.03x6.1X3.85","Very good","DR Congo","Asscher","Very good",57,2,"$ 5,405","$ 8,670",8.59507973007331,9.06762406977459
6339,0.9,"AGSL","SI1","M","Good",NA,"None",FALSE,"5.97x6.03x3.92","Very good","Angola","Round","Very good",57,1,"$ 2,670","$ 4,385",7.8898337513943,8.38594490480628
6340,0.9,"AGSL","SI1","H","Excellent",60.8,"None",FALSE,"6.23x6.26x3.77","Excellent","Russia","Round","Excellent",NA,4,"$ 6,405","$ 8,650",8.76483421433083,9.06531459992592
6341,0.9,"AGSL","SI1","J","Excellent",61.3,"None",FALSE,"6.18x6.21x3.8","Excellent","Botswana","Princess","Excellent",58,1,"$ 4,695","$ 7,535",8.45425339164236,8.9273141110606
6342,0.9,"AGSL","SI1","E","Very good",61.4,"None",FALSE,"6.17x6.24x3.81","Very good","Russia","Emerald","Good",NA,1,"$ 6,990","$ 11,475",8.85223583522786,9.34792603492875
6343,0.9,"GemEx","SI1","E","Excellent",61.5,"None",FALSE,"6.19x6.22x3.82","Excellent","Other/Unknown","Round","Excellent",58,4,"$ 7,770","$ 10,355",8.95802544336169,9.24522477382969
6344,0.9,"AGSL","SI2","F","Excellent",61.5,"None",FALSE,"6.21x6.22x3.82","Excellent","Other/Unknown","Round","Excellent",58,2,"$ 5,770","$ 9,470",8.66042735950215,9.15588418618012
6345,0.9,"AGSL","VVS2","D","Excellent",61.8,"None",FALSE,"6.18x6.22x3.83","Excellent","Russia","Round","Excellent",58,4,"$ 11,540","$ 17,055",9.35357454006209,9.74419869485275
