;id;Carats;Cert;Clarity;Color;Cut;Depth;Fluroescence;Known_Conflict_Diamond;Measurements;Polish;Regions;Shape;Symmetry;Table;Vendor;Offers;Price;Difference;Retail
1957;10008;1,3;AGSL;SI2;J;Excellent;;Medium;;7.02x6.98x4.34;Excellent;Canada;Round;Excellent;57,0;2;;28072,245744999997;40311,08043749232;68383,32618249231
1958;10009;0,51;AGSL;VS2;G;Excellent;61,6;Faint;False;5.14x5.12x3.16;Excellent;Angola;Round;Excellent;;1;;100309,76899159918;66440,98147726296;166750,75046886213
1960;10011;2,01;AGSL;SI2;F;Very good;60,8;None;;8.09x8.03x4.9;Very good;Russia;Princess;Very good;;4;;90476,04076734123;62915,95427710547;153391,9950444467
1961;10012;1,55;AGSL;SI1;G;Very good;61,9;None;;7.39x7.37x4.57;Very good;Australia;Round;Very good;54,0;2;;9970,06087693971;24855,117425183646;34825,17830212336
1963;10014;1,55;AGSL;SI1;D;Excellent;60,6;Strong;;7.46x7.42x4.51;Very good;Botswana;Asscher;Excellent;60,0;2;;56308,43056308758;50894,67608059126;107203,10664367885
1964;10015;1,03;AGSL;SI1;I;Excellent;62,1;Medium;;6.41x6.46x4;Excellent;South Africa;Round;Excellent;;1;;31307,400089963667;29069,780067028834;60377,1801569925
1965;10016;0,52;AGSL;SI2;G;Excellent;62,3;None;;5.14x5.12x3.2;Excellent;Botswana;Round;Excellent;57,0;1;;59006,16856365191;46968,23037529964;105974,39893895155
1966;10017;0,52;AGSL;SI2;G;Excellent;62,5;None;;5.14x5.12x3.21;Excellent;Botswana;Round;Excellent;58,0;1;;14048,14722486956;18396,620755944998;32444,76798081456
1967;10018;1,0;AGSL;SI1;G;Very good;61,5;Strong;;6.36x6.39x3.92;Very good;Botswana;Round;Excellent;61,0;2;;52320,64965877562;48360,37150372965;100681,02116250526
1968;10019;0,81;AGSL;VS1;I;Very good;63,9;Strong;False;5.96x5.9x3.79;Excellent;Other/Unknown;Round;Excellent;55,0;2;;37184,47532480021;42954,75524490832;80139,23056970854
1969;10020;1,72;AGSL;SI2;D;Excellent;;Medium;;7.77x7.73x4.7;Excellent;Botswana;Round;Excellent;59,0;2;;29712,52095248737;33992,50992119658;63705,03087368395
1970;10021;1,72;AGSL;VS2;J;Very good;62,6;Faint;False;7.59x7.65x4.77;Very good;Australia;Round;Very good;;2;;21994,010396063248;32496,547842115095;54490,558238178346
1971;10022;1,01;AGSL;SI2;G;Excellent;60,4;None;;6.52x6.49x3.93;Excellent;South Africa;Round;Excellent;;3;;58258,23180904585;49594,272176577215;107852,50398562307
1972;10023;1,01;AGSL;SI1;H;Excellent;60,5;Medium;;6.49x6.53x3.94;Excellent;Botswana;Princess;Excellent;59,0;4;;85039,39091247608;55976,820828003474;141016,21174047957
1973;10024;0,53;AGSL;SI2;G;Excellent;60,7;None;;5.23x5.22x3.17;Excellent;South Africa;Round;Excellent;61,0;1;;78023,80560860039;58758,87361587104;136782,67922447145
1974;10025;1,71;AGSL;SI2;F;Excellent;62,1;Medium;;7.65x7.69x4.76;Excellent;Other/Unknown;Asscher;Excellent;57,0;4;;8532,214278564841;11568,85821481358;20101,072493378422
1975;10026;1,9;AGSL;SI1;D;Excellent;62,3;Strong;;7.88x7.94x4.93;Excellent;Botswana;Emerald;Very good;56,0;2;;37098,715751217685;38686,56602236631;75785,28177358399
1976;10027;1,9;AGSL;SI1;H;Excellent;;Strong;;7.95x7.99x4.89;Excellent;Zimbabwe;Emerald;Excellent;;2;;26598,33038376466;12420,015027692101;39018,34541145676
1977;10028;0,6;AGSL;SI1;I;Very good;;Faint;;5.35x5.3x3.39;Good;Canada;Emerald;Very good;;1;;61144,389519194614;55688,10135152457;116832,4908707192
1978;10029;0,9;AGSL;VS1;I;Very good;;Strong;;6.33x6.35X3.71;Excellent;Botswana;Round;Excellent;61,0;1;;27088,21221338938;26683,8103423249;53772,022555714284
1979;10030;0,9;AGSL;SI2;G;Very good;59,5;None;;6.23x6.3x3.73;Excellent;DR Congo;Round;Good;61,0;2;;58493,50395817323;35623,15510213136;94116,65906030458
1980;10031;1,51;AGSL;SI1;J;Very good;60,9;None;;7.39x7.35x4.49;Very good;Botswana;Round;Excellent;56,0;2;;29431,760083213765;33814,08147362706;63245,84155684082
1981;10032;2,02;AGSL;SI2;G;Very good;61,3;None;;8.13x8.11x4.98;Very good;Australia;Oval;Good;56,0;3;;6318,37225149444;20290,266679452347;26608,638930946785
1982;10033;1,01;AGSL;SI2;I;Excellent;62,9;None;;6.39x6.34x4;Very good;Russia;Round;Excellent;57,0;2;;52064,88588174864;51681,876435403676;103746,76231715232
1983;10034;1,01;AGSL;SI2;E;Very good;63,0;None;;6.37x6.35x4.01;Very good;Botswana;Marquise;Good;;2;;121729,39542789108;92470,84454568918;214200,23997358026
1984;10035;1,7;GemEx;SI2;H;Excellent;61,6;Medium;;7.67x7.62x4.71;Excellent;Russia;Round;Excellent;;3;;26286,014486276494;33029,42107639543;59315,435562671926
1985;10036;1,2;AGSL;SI2;F;Excellent;60,6;;;6.82x6.87x4.15;Excellent;DR Congo;Radiant;Excellent;;2;;67184,61930015165;41146,51105315456;108331,13035330622
1987;10038;1,21;AGSL;SI1;E;Excellent;61,8;Medium;;6.84x6.81*4.22;Excellent;DR Congo;Round;Excellent;58,0;4;;60299,781205714935;23594,19238078154;83893,97358649648
1988;10039;1,05;AGSL;SI1;G;Very good;;Strong;;6.7x6.67x3.92;Very good;Russia;Marquise;Good;;3;;91455,33172686049;74471,0556637556;165926,3873906161
1989;10040;1,21;AGSL;SI2;J;Very good;;None;;6.76x6.79*4.27;Excellent;Russia;Round;Excellent;;4;;36711,83805372543;28747,862228442315;65459,700282167745
1990;10041;1,21;AGSL;SI2;J;Good;63,8;;;6.64x6.68*4.25;Excellent;Botswana;Marquis;Excellent;58,0;1;;11159,055247548033;16560,552226406915;27719,607473954948
1991;10042;0,8;AGSL;SI1;E;Very good;;Strong;;5.86x5.9x3.71;Excellent;Russia;Oval ;Very good;56,0;1;;56473,96863147192;48843,02027789587;105316,98890936779
1993;10044;0,9;AGSL;SI2;F;Excellent;63,0;Medium;;6.16*6.13x3.87;Excellent;Botswana;Round;Excellent;55,0;3;;49399,06547698018;44259,514913526815;93658,58039050699
1994;10045;1,2;GemEx;VS1;K;Excellent;61,1;Strong;False;6.79x6.82x4.16;Excellent;Russia;Round;Excellent;;2;;68457,75572129712;62074,4396076336;130532,19532893071
1995;10046;1,02;AGSL;VS2;G;Very good;62,7;Medium;;6.35x6.42x4;Very good;Russia;Round;Very good;59,0;3;;20121,269400995745;29137,010244386587;49258,27964538233
1996;10047;1,02;AGSL;SI1;D;Very good;;Strong;;6.37x6.34+4.03;Excellent;Botswana;Emerald;Excellent;;3;;153034,94426805153;110121,9301889728;263156,8744570243
1997;10048;1,31;AGSL;VVS2;J;Excellent;62,4;None;;7x7.02x4.37;Excellent;Botswana;Emerald;Excellent;56,0;4;;116253,20221851252;75813,74435824233;192066,94657675485
1998;10049;1,0;AGSL;SI1;F;Very good;;Faint;;6.31x6.25x4.01;Very good;Russia;Emerald;Good;;2;;162580,82711624462;121916,69183960576;284497,5189558504
1999;10050;1,0;AGSL;SI2;G;Very good;63,9;None;;6.3x6.28x4.02;Good;Angola;Oval;Very good;58,0;2;;53622,412310339234;42411,25440577585;96033,66671611508
2000;10051;0,72;AGSL;SI1;F;Excellent;64,1;Strong;False;5.7x5.67x3.65;Very good;Russia;Cushion;Good;56,0;1;;291662,1366590996;198309,2183861278;489971,3550452274
2001;10052;0,74;AGSL;VVS1;J;Very good;62,9;Faint;False;5.79x5.75x3.63;Excellent;DR Congo;Round;Excellent;56,0;1;;50803,48818646679;25095,11002112892;75898,59820759571
2002;10053;1,0;AGSL;SI1;E;Good;61,0;None;;6.37x6.41x3.9;Very good;DR Congo;Round;Good;68,0;3;;67021,11411222572;38798,46194792447;105819,5760601502
2003;10054;1,0;AGSL;SI2;I;Excellent;62,3;None;;6.4x6.36x3.98;Excellent;Russia;Oval;Excellent;59,0;2;;44144,20979824295;46648,1481208512;90792,35791909415
2004;10055;1,0;AGSL;SI1;H;Very good;63,0;;False;6.3x6.35x3.99;Very good;South Africa;Oval;Very good;59,0;2;;180357,5178563346;129434,64468927796;309792,16254561255
2005;10056;0,73;AGSL;SI1;H;Excellent;62,8;None;;5.74x5.72x3.6;Excellent;Botswana;Round;Excellent;;1;;163645,62573791674;113468,43728243142;277114,06302034814
2006;10057;0,73;AGSL;SI2;F;Good;62,7;None;;5.73x5.65x3.56;Very good;Angola;Princess;Very good;;1;;31425,802258864107;22664,01469997856;54089,81695884267
2007;10058;1,32;AGSL;SI2;I;Very good;61,7;Faint;;6.96x6.99x4.3;Very good;Canada;Round;Excellent;;2;;90866,05773561313;80217,64725873448;171083,7049943476
2008;10059;0,76;AGSL;SI2;I;Excellent;62,2;;;5.86x5.82x3.63;Excellent;Botswana;Princess;Excellent;57,0;2;;25350,37815903072;31220,29181000912;56570,66996903984
2009;10060;0,58;AGSL;SI1;D;Excellent;;None;;5.41x5.38x3.28;Excellent;South Africa;Round;Excellent;56,0;1;;145224,16505643626;101465,87848949518;246690,04354593146
2010;10061;0,58;AGSL;SI1;I;Excellent;60,0;None;;5.41x5.41x3.25;Excellent;Canada;Oval ;Excellent;59,0;1;;84590,38776536188;70588,44369483173;155178,8314601936
2011;10062;1,01;GemEx;VS2;I;Very good;;Strong;False;6.32x6.27x4.06;Excellent;Canada;Round;Excellent;58,0;2;;57135,63788100019;58755,982345885845;115891,62022688604
2012;10063;1,06;AGSL;SI1;G;Excellent;61,4;Medium;;6.58x6.6x4.04;Very good;Botswana;Marquise;Very good;;3;;141105,26038978985;102540,40723707252;243645,66762686236
2013;10064;1,01;AGSL;SI2;D;Excellent;62,4;Medium;;6.4x6.38x3.99;Excellent;Botswana;Radiant;Excellent;55,0;3;;33437,592775182486;34115,71958167245;67553,31235685493
2014;10065;0,64;AGSL;SI2;E;Excellent;62,6;Medium;;5.53x5.52x3.46;Excellent;Botswana;Round;Very good;;1;;75412,06642223062;57394,465674626816;132806,53209685744
2015;10066;1,0;AGSL;VS1;G;Good;64,8;None;;6.31x6.29x4.08;Very good;South Africa;Round;Excellent;56,0;2;;69265,36921344232;58833,63938965277;128099,00860309509
2016;10067;1,01;GemEx;I1;K;Excellent;;None;;6.49x6.48+3.94;Excellent;Botswana;Princess;Excellent;59,0;2;;23139,25665533036;29789,69279243357;52928,949447763924
2017;10068;0,51;AGSL;SI1;H;Excellent;62,1;None;;5.12x5.1x3.17;Excellent;Botswana;Princess;Excellent;59,0;1;;43422,974682294785;37064,83785618148;80487,81253847627
2019;10070;0,52;AGSL;VS1;F;Excellent;;;;5.18x5.16x3.23;Excellent;Botswana;Round;Excellent;55,0;2;;106048,31763144629;82505,24508492595;188553,56271637225
2020;10071;0,52;AGSL;VS1;J;Excellent;62,8;None;;5.13x5.09x3.21;Excellent;Other/Unknown;Pear;Excellent;57,0;1;;56841,29822440407;49806,10488753743;106647,4031119415
2021;10072;0,52;AGSL;VS2;G;Excellent;;None;;5.24x5.21x3.16;Excellent;Other/Unknown;Round;Excellent;;1;;80422,66185402639;64792,47430180725;145215,13615583364
2022;10073;0,55;AGSL;SI2;I;Very good;62,7;None;False;5.23x5.21x3.27;Excellent;Russia;Oval;Excellent;57,0;1;;55779,46818876652;48401,65308826979;104181,12127703632
2023;10074;0,6;AGSL;VS1;F;Excellent;61,6;None;;5.44x5.41x3.34;Excellent;DR Congo;Round;Excellent;56,0;1;;66064,87719647276;34793,98991081958;100858,86710729235
2024;10075;0,61;GemEx;SI1;J;Excellent;;None;;5.43x5.41x3.35;Excellent;Canada;Oval;Very good;59,0;1;;44197,7230308773;44892,80552809272;89090,52855897002
2025;10076;0,71;AGSL;VS1;J;Very good;57,3;None;False;5.83x5.9x3.36;Good;Canada;Marquise;Good;66,0;1;;72495,63204767717;62902,01469914442;135397,64674682159
2027;10078;0,7;AGSL;SI2;G;Very good;62,7;;;5.69x5.66x3.56;Excellent;Russia;Emerald;Excellent;54,0;1;;66227,22212811222;55041,38362055093;121268,60574866315
2028;10079;0,73;AGSL;SI1;G;Excellent;60,4;None;True;5.84x5.79x3.51;Excellent;DR Congo;Round;Excellent;60,0;1;;75178,60763346485;40585,92515324413;115764,53278670898
2029;10080;0,9;AGSL;SI1;E;Excellent;;;;6.25*6.2x3.82;Excellent;South Africa;Oval;Very good;;3;;113403,10953116111;84639,80736395824;198042,91689511936
2031;10082;1,11;AGSL;SI2;J;Excellent;61,5;Faint;;6.64x6.66x4.09;Excellent;Botswana;Round;Excellent;;1;;68878,16230199405;53242,055220284776;122120,21752227882
2032;10083;1,11;AGSL;IF;E;Excellent;;None;;6.61x6.66x4.12;Excellent;South Africa;Round;Excellent;;2;;110807,4709529319;85234,3723027876;196041,8432557195
2033;10084;1,11;AGSL;I1;H;Very good;62,6;None;;6.59x6.57*4.12;Excellent;Angola;Princess;Excellent;;2;;16147,276145238744;18595,149313584756;34742,4254588235
2034;10085;1,04;AGSL;SI1;F;Very good;61,5;Faint;;6.53*6.55x4.02;Excellent;Russia;Round;Excellent;57,0;2;;124140,65394166349;97487,28883344877;221627,94277511226
2035;10086;1,52;AGSL;SI1;H;Fair;61,2;;;7.38x7.25x4.48;Very good;DR Congo;Princess;Good;65,0;4;;31098,05088798057;5035,981543147369;36134,03243112794
2036;10087;1,08;AGSL;SI2;G;Excellent;60,3;None;;6.65x6.68x4.02;Excellent;Angola;Oval;Excellent;59,0;3;;116989,99887851175;80438,32631995775;197428,3251984695
2037;10088;0,53;AGSL;SI1;E;Excellent;62,4;None;;5.16X5.18x3.23;Excellent;Angola;Oval;Excellent;57,0;1;;52668,25082072125;36163,96264241712;88832,21346313838
2038;10089;0,5;AGSL;SI1;F;Excellent;62,4;None;;5.06x5.1x3.17;Excellent;Russia;Round;Excellent;;1;;70815,88550961784;57957,559531031;128773,44504064885
2039;10090;1,04;AGSL;SI2;I;Very good;63,8;;;6.32x6.39X4.05;Excellent;Angola;Round;Very good;59,0;1;;61140,259836289835;41548,072687217296;102688,33252350712
2040;10091;1,0;AGSL;SI2;J;Good;65,9;;;6.13x6.25x4.08;Very good;Russia;Round;Good;53,0;2;;29344,854026560843;37242,89844271008;66587,75246927093
2041;10092;1,04;AGSL;SI2;G;Very good;;None;False;6.52x6.51x4;Excellent;Russia;Round;Very good;;1;;48687,56956824182;43894,62736045205;92582,19692869387
2042;10093;0,7;AGSL;SI1;H;Very good;64,2;Faint;;5.52x5.58x3.56;Very good;Canada;Emerald;Very good;58,0;1;;98060,25973564168;79148,78314254517;177209,04287818685
2043;10094;0,54;AGSL;SI2;G;Excellent;61,2;None;;5.25x5.27x3.22;Excellent;Russia;Round;Excellent;55,0;1;;179229,58261127106;126856,36198582982;306085,9445971009
2044;10095;2,51;AGSL;SI2;H;Excellent;61,8;Medium;;8.73x8.67x5.37;Excellent;Angola;Round;Excellent;58,0;2;;17740,45912402669;19607,644987696258;37348,10411172295
2045;10096;1,02;AGSL;SI2;I;Very good;64,2;Medium;;6.29x6.35x4.05;Excellent;Other/Unknown;Round;Excellent;58,0;2;;27500,484848226726;36800,40976406027;64300,894612287
2047;10098;1,18;AGSL;SI2;J;Excellent;61,7;;;6.8*6.82x4.2;Excellent;Russia;Round;Excellent;;1;;15420,270925488849;22752,67667831004;38172,947603798886
2048;10099;1,1;AGSL;SI2;F;Very good;63,9;Strong;False;6.53x6.55x4.18;Excellent;Australia;Princess;Excellent;55,0;2;;54913,786544899354;53417,641895462984;108331,42844036233
2049;10100;1,03;AGSL;VS1;K;Excellent;62,0;None;True;6.47x6.5x4.02;Excellent;Angola;Oval;Excellent;56,0;1;;27512,726143363354;20177,186324227445;47689,912467590795
2050;10101;1,03;AGSL;SI2;H;Very good;;None;;6.33x6.35x4.04;Excellent;Russia;Round;Excellent;;2;;44430,903008718255;46830,346675109045;91261,24968382731
2052;10103;1,01;AGSL;SI1;F;Excellent;62,5;None;;6.35x6.43x3.99;Excellent;Australia;Pear;Very good;58,0;2;;66091,28984063953;60521,140919105455;126612,43075974498
2053;10104;1,01;AGSL;SI1;F;Very good;62,9;;;6.38+6.33x4;Very good;Russia;Round;Excellent;58,0;2;;105477,4927690767;85626,52318124117;191104,01595031787
2055;10106;1,09;AGSL;SI2;I;Excellent;58,9;Faint;False;6.73x6.76x3.97;Excellent;DR Congo;Princess;Excellent;;1;;17740,894340267238;4083,252820865495;21824,147161132732
2056;10107;0,72;AGSL;SI2;F;Excellent;61,9;Faint;;5.76x5.79x3.57;Excellent;Botswana;Oval ;Excellent;55,0;2;;54780,72820156261;49923,794485088205;104704,52268665082
2057;10108;0,9;AGSL;VS2;I;Excellent;60,4;Medium;False;6.27x6.28x3.79;Excellent;Botswana;Princess;Excellent;59,0;3;;33053,87051591857;33871,85736826832;66925,7278841869
2058;10109;0,9;AGSL;VS2;E;Very good;62,4;Medium;;6.1x6.11x3.81;Excellent;South Africa;Oval;Excellent;59,0;2;;138956,29398589974;103123,44212820882;242079,73611410856
2059;10110;1,13;AGSL;SI2;H;Excellent;62,4;Medium;;6.63x6.67x4.15;Excellent;Botswana;Round;Excellent;;2;;73268,39370690782;61673,02956844516;134941,42327535298
2060;10111;0,7;AGSL;SI2;D;Very good;;Medium;True;5.67x5.71x3.45;Very good;Zimbabwe;Round;Very good;60,0;1;;40375,67992582881;15534,856422479123;55910,53634830793
2061;10112;0,7;AGSL;SI2;F;Very good;63,6;;;5.57x5.58x3.54;Very good;Russia;Round;Excellent;60,0;1;;112069,02122140423;84174,64947477056;196243,67069617478
2063;10114;1,51;AGSL;SI2;H;Very good;63,9;None;;7.17x7.24x4.6;Very good;Canada;Princess;Excellent;58,0;2;;48327,50676484227;53183,653414760694;101511,16017960297
2064;10115;1,21;AGSL;SI2;F;Excellent;59,7;None;;6.93+6.95x4.14;Excellent;South Africa;Round;Excellent;60,0;2;;67976,0097901241;58014,228903935815;125990,23869405991
2065;10116;1,5;AGSL;VS1;F;Very good;;None;;7.5x7.47x4.46;Excellent;South Africa;Round;Excellent;61,0;4;;35307,72420261762;24076,077971244085;59383,8021738617
2066;10117;3,03;AGSL;VS1;H;Very good;61,8;None;;9.2x9.34x5.73;Good;Botswana;Round;Good;60,0;2;;13010,35616479853;23377,991801816603;36388,34796661513
2067;10118;1,5;AGSL;VS2;D;Excellent;62,1;Medium;;7.35x7.32x4.56;Excellent;Russia;Marquise;Excellent;57,0;2;;66566,13831950516;60897,676226082716;127463,81454558787
2068;10119;0,52;AGSL;SI1;E;Excellent;62,2;Medium;;5.15x5.13x3.2;Excellent;Botswana;Round;Excellent;57,0;1;;66082,91866335984;51465,62895294043;117548,54761630027
2069;10120;0,9;AGSL;VS1;D;Good;63,9;Faint;;6x6.02x3.84;Good;Angola;Emerald;Very good;57,0;2;;98357,39532381056;70841,11926477014;169198,5145885807
2070;10121;0,8;AGSL;SI1;G;Excellent;;None;;5.94x5.96x3.69;Excellent;Canada;Round;Very good;;2;;55917,91770145001;58007,492446665696;113925,41014811571
2071;10122;0,9;AGSL;SI2;E;Excellent;62,3;Faint;;6.11x6.2x3.83;Very good;Russia;Oval;Very good;58,0;1;;264484,49037777504;181037,3483883024;445521,8387660774
2072;10123;1,0;AGSL;SI2;D;Very good;60,9;None;;6.38x6.42x3.9;Excellent;Russia;Round;Excellent;62,0;3;;52226,22688063194;49540,272768817544;101766,49964944948
2073;10124;1,0;GemEx;VS1;E;Very good;61,9;;;6.32x6.41X3.94;Excellent;Botswana;Marquise;Very good;63,0;2;;78463,15215133899;64948,996909102294;143412,1490604413
2074;10125;1,0;AGSL;SI2;E;Good;61,3;Faint;;6.33x6.38x3.9;Very good;Australia;Round;Very good;64,0;4;;67200,66124298103;48049,282332733885;115249,94357571492
2075;10126;1,22;AGSL;SI2;G;Excellent;;Faint;;6.81x6.84x4.24;Excellent;Russia;Round;Excellent;57,0;3;;46991,74177968539;46213,66584954107;93205,40762922645
2076;10127;1,22;AGSL;SI2;H;Excellent;;None;;6.9x6.94x4.2;Excellent;Russia;Round;Excellent;60,0;4;;18730,952919873234;17320,694943130547;36051,64786300378
2077;10128;1,05;AGSL;SI2;H;Good;64,8;None;;6.26x6.32x4.07;Excellent;Botswana;Oval;Very good;60,0;3;;191869,01755125096;134801,66360997738;326670,68116122833
2079;10130;1,3;AGSL;VS1;J;Excellent;62,4;None;;6.95x6.98x4.35;Excellent;Russia;Round;Excellent;;4;;41314,91113728962;31673,195756844372;72988,10689413399
2080;10131;1,02;AGSL;SI1;I;Excellent;;Medium;False;6.4x6.44x4.02;Excellent;Canada;Marquise;Excellent;56,0;1;;50223,569893178;48747,729293629556;98971,29918680756
2082;10133;1,0;AGSL;SI1;D;Very good;63,8;Faint;False;6.23x6.32x4.01;Very good;Russia;Pear;Very good;;2;;76270,41796694016;67064,91583020607;143335,33379714622
2083;10134;1,0;GemEx;VS2;I;Very good;;Medium;False;6.25x6.34x4.04;Excellent;DR Congo;Emerald;Very good;;3;;85661,70192029767;50619,48923887356;136281,19115917123
2084;10135;1,0;GemEx;SI1;F;Very good;64,2;Faint;;6.27x6.31x4.03;Excellent;Russia;Princess;Excellent;;3;;73849,31548316096;63256,731527857795;137106,04701101876
2085;10136;1,0;AGSL;SI2;E;Good;;None;;6.2x6.25x4.04;Good;Russia;Round;Very good;;2;;140674,65573942792;107994,93642878282;248669,59216821074
2086;10137;1,0;AGSL;VVS1;K;Good;64,9;;;6.24x6.27x4.06;Excellent;Australia;Round;Excellent;57,0;2;;39587,21495022019;43677,3373320922;83264,55228231239
2087;10138;1,3;AGSL;VS1;J;Excellent;;;;6.99x7.01x4.37;Excellent;Russia;Emerald;Excellent;;4;;62667,188043893846;45242,94153508196;107910,12957897582
2088;10139;1,51;AGSL;VS2;E;Good;59,2;Faint;;7.36x7.37x4.36;Excellent;Angola;Round;Excellent;61,0;3;;204974,83580413042;136354,23049461067;341329,0662987411
2089;10140;1,51;AGSL;SI2;I;Excellent;60,2;Faint;;7.39x7.42x4.45;Excellent;Russia;Oval;Excellent;61,0;4;;28732,368470747613;23676,76961570565;52409,13808645326
2090;10141;1,0;AGSL;SI2;I;Excellent;;None;;6.54x6.55x3.84;Excellent;Russia;Round;Excellent;61,0;2;;41801,962084454775;45159,6086941293;86961,57077858408
2091;10142;1,0;AGSL;SI2;H;Very good;59,3;Faint;;6.49x6.52x3.85;Excellent;Russia;Marquise;Excellent;61,0;1;;54985,2967312343;47896,94322382852;102882,23995506283
2092;10143;1,5;AGSL;VS2;D;Excellent;61,2;Medium;;7.34x7.38x4.5;Excellent;South Africa;Oval;Excellent;59,0;4;;64355,64727429653;42536,54161138019;106892,18888567672
2093;10144;1,4;AGSL;SI2;F;Very good;62,4;None;;7.04x7.06x4.4;Excellent;Russia;Round;Excellent;59,0;4;;40747,27588140758;31312,453614412632;72059,72949582021
2094;10145;1,23;AGSL;VS2;I;Excellent;61,3;None;;6.93x6.89x4.23;Excellent;Other/Unknown;Round;Excellent;;4;;22660,049811899844;20547,345025501745;43207,39483740159
2095;10146;1,23;AGSL;SI2;G;Very good;63,0;None;;6.71x6.74x4.24;Very good;Russia;Round;Very good;59,0;2;;27591,598864481275;36128,67409380966;63720,27295829094
2097;10148;0,9;AGSL;SI1;E;Good;65,3;None;;5.91x5.98x3.88;Good;Russia;Round;Very good;56,0;1;;89302,98859439061;69706,43718626814;159009,42578065876
2098;10149;1,2;AGSL;SI2;H;Very good;64,3;None;;6.67x6.71x4.3;Very good;Botswana;Emerald;Excellent;58,0;1;;50280,827020784905;41423,12307443003;91703,95009521494
2099;10150;1,2;AGSL;SI2;H;Very good;59,3;;True;6.9x6.94x4.1;Excellent;DR Congo;Oval;Excellent;;3;;40533,11428480082;21964,874344862605;62497,98862966342
2100;10151;1,52;AGSL;SI2;L;Excellent;62,1;None;;7.36x7.38x4.57;Excellent;Canada;Emerald;Excellent;58,0;3;;8122,80477728563;25388,722761300385;33511,527538586015
2101;10152;1,01;AGSL;SI2;G;Excellent;62,4;None;;6.41x6.45x4.01;Excellent;Canada;Round;Excellent;56,0;3;;120031,28432094173;96508,52063947532;216539,80496041704
2103;10154;2,06;AGSL;SI2;K;Very good;64,2;Faint;;7.96-7.99x5.12;Excellent;Russia;Oval;Very good;59,0;3;;12866,70858174763;24526,60984163086;37393,31842337849
2104;10155;2,0;AGSL;VVS2;L;Very good;63,5;Strong;;7.97x7.93x5.05;Excellent;Russia;Round;Excellent;58,0;3;;19335,195688834563;28637,446638891965;47972,64232772653
2105;10156;1,2;AGSL;SI2;G;Very good;;None;True;6.63x6.68x4.29;Excellent;DR Congo;Round;Excellent;;4;;63519,38198533053;25640,305040236897;89159,68702556743
2106;10157;1,01;AGSL;SI2;E;Very good;63,6;None;;6.32x6.28*4.01;Excellent;Other/Unknown;Round;Very good;57,0;3;;173279,17076839824;127201,17804810418;300480,34881650243
2107;10158;1,01;AGSL;SI2;E;Very good;63,8;None;;6.25x6.3x4;Excellent;Russia;Round;Excellent;57,0;2;;56182,576909489595;54298,74116997876;110481,31807946836
2108;10159;1,2;AGSL;SI2;E;Excellent;62,5;Strong;;6.75x6.77x4.23;Excellent;DR Congo;Round;Excellent;;3;;58597,83979934027;33445,32365985453;92043,1634591948
2109;10160;1,2;AGSL;VS1;E;Excellent;62,6;None;;6.74x6.81x4.24;Very good;South Africa;Princess;Very good;57,0;2;;75372,12214411692;62714,587785096766;138086,70992921368
2110;10161;0,9;AGSL;SI1;D;Very good;62,9;Faint;;6.13x6.16x3.87;Very good;Canada;Round;Good;;4;;132416,21619736275;93446,61682611707;225862,83302347982
2112;10163;1,21;AGSL;SI2;I;Excellent;62,3;Faint;;6.8x6.84x4.25;Very good;Canada;Emerald;Excellent;57,0;3;;41455,93137831932;46572,50826334834;88028,43964166766
2113;10164;1,21;AGSL;SI2;G;Excellent;62,4;;;6.77x6.81x4.24;Excellent;Australia;Emerald;Excellent;;2;;44904,910860250486;47056,82617727321;91961,7370375237
2114;10165;0,6;AGSL;VS2;F;Excellent;60,8;None;;5.43x5.46x3.31;Very good;Botswana;Round;Excellent;;1;;100484,74293566956;73328,59053426285;173813,33346993243
2116;10167;1,0;AGSL;SI2;G;Very good;63,6;None;;6.21x6.28x3.97;Excellent;South Africa;Emerald;Very good;59,0;1;;47446,16592489422;39326,24828877515;86772,41421366937
2117;10168;1,01;AGSL;SI2;H;Excellent;59,0;None;;6.56x6.58x3.88;Excellent;DR Congo;Round;Excellent;;2;;51959,6671274114;31470,787411428526;83430,45453883993
2118;10169;1,72;AGSL;SI1;N;Excellent;;Strong;;7.64x7.68x4.79;Excellent;DR Congo;Round;Excellent;57,0;4;;4315,243604108137;-11984,961359539924;-7669,717755431787
2119;10170;1,51;AGSL;VS2;H;Very good;63,2;None;;7.19x7.25x4.56;Excellent;Australia;Round;Very good;56,0;2;;54073,86921924764;52883,85973098077;106957,7289502284
2120;10171;1,58;GemEx;IF;J;Excellent;59,8;Medium;;7.63x7.61x4.56;Excellent;South Africa;Round;Excellent;60,0;2;;46997,73344847437;44656,77443924742;91654,50788772179
2121;10172;0,9;GemEx;VVS1;D;Very good;59,9;None;;6.28x6.34x3.78;Excellent;South Africa;Round;Very good;60,0;2;;60821,87502677112;53442,25842488409;114264,13345165522
2122;10173;0,9;AGSL;SI1;E;Excellent;60,8;;;6.19x6.21x3.77;Excellent;Canada;Round;Excellent;60,0;1;;38896,46974702931;41549,15885263201;80445,62859966132
2123;10174;0,9;AGSL;VS2;I;Excellent;;;;6.2x6.24x3.79;Excellent;Botswana;Marquise;Excellent;;1;;154396,4935243828;107590,45184060044;261986,94536498323
